eng,viet
I am not in the least afraid of his threats.,Tôi không hề sợ những lời đe dọa của anh ta.
I saw him for the first time in 10 years.,Tôi nhìn thấy anh ấy lần đầu tiên sau 10 năm.
I know Tom is a good friend of Mary's.,Tôi biết Tom là bạn tốt của Mary.
Tom is certain that he's going to get fired.,Tom chắc chắn rằng anh ấy sẽ bị sa thải.
I'd love to find out why she said so.,Tôi rất muốn tìm hiểu lý do tại sao cô ấy lại nói như vậy.
The fire department is located right next to the airport.,Sở cứu hỏa nằm ngay cạnh sân bay.
I thought that my eyes were playing tricks on me.,Tôi nghĩ rằng đôi mắt của tôi đang đánh lừa tôi.
I had stayed in Boston before I returned to Japan.,Tôi đã ở lại Boston trước khi trở về Nhật Bản.
Tom is certain that he's going to be fired.,Tom chắc chắn rằng anh ấy sẽ bị sa thải.
There's nothing left that needs to be done today.,Hôm nay không còn gì cần phải làm nữa.
Today is June 18th and it is Muiriel's birthday,Hôm nay là ngày 18 tháng 6 và là sinh nhật của Muiriel
Tom told Mary that everybody except John had already arrived.,Tom nói với Mary rằng mọi người ngoại trừ John đều đã đến rồi.
I thought that you said that your name was Tom.,Tôi tưởng bạn nói tên bạn là Tom.
The Catholic Church doesn't condone the use of condoms.,Giáo hội Công giáo không tha thứ cho việc sử dụng bao cao su.
He put salt into his cup of coffee by mistake.,Anh ấy đã bỏ nhầm muối vào tách cà phê của mình.
"He speaks Japanese well, but I can't speak German.",Anh ấy nói tiếng Nhật tốt nhưng tôi không nói được tiếng Đức.
I suggested she should stop but she carried on regardless.,Tôi đề nghị cô ấy nên dừng lại nhưng cô ấy vẫn tiếp tục.
"She grew up near the sea, yet she hates swimming.",Cô lớn lên gần biển nhưng lại ghét bơi lội.
I can't go to school today. I'm sick.,Hôm nay tôi không thể đến trường. Tôi bị ốm.
I don't know exactly when I'll be back.,Tôi không biết chính xác khi nào tôi sẽ quay lại.
Why do humans laugh? That's quite a difficult problem.,Tại sao con người cười? Đó là một vấn đề khá khó khăn.
Currently Burj Khalifa is the tallest skyscraper in the world.,Hiện tại Burj Khalifa là tòa nhà chọc trời cao nhất thế giới.
Let me tell you what I want for my birthday.,Hãy để tôi nói cho bạn biết tôi muốn gì vào ngày sinh nhật của mình.
I'm going to start a new job next week.,Tôi sẽ bắt đầu một công việc mới vào tuần tới.
When was the last time that you ate a pomegranate?,Lần cuối cùng bạn ăn một quả lựu là khi nào?
I dont want to live in the city forever.,Tôi không muốn sống ở thành phố mãi mãi.
I mean to go tomorrow if the weather is fine.,Ý tôi là ngày mai sẽ đi nếu thời tiết tốt.
How long do you plan to stay on this island?,Bạn dự định ở lại hòn đảo này bao lâu?
Tom said he wanted to know if I could swim.,Tom nói anh ấy muốn biết liệu tôi có biết bơi không.
"No After you do your homework, you can watch television.","Không Sau khi làm bài tập về nhà, bạn có thể xem tivi."
I wonder if you might be able to help me.,Tôi tự hỏi liệu bạn có thể giúp tôi được không.
Tom and John fell in love with the same girl.,Tom và John cùng yêu một cô gái.
We get a lot of snow here in the winter.,Ở đây chúng tôi có rất nhiều tuyết vào mùa đông.
Why didn't you tell it to me in advance?,Tại sao cậu không nói trước với tôi?
I want to give him a present for his birthday.,Tôi muốn tặng anh ấy một món quà nhân dịp sinh nhật.
Last night he went to sleep at 11 o' clock.,Đêm qua anh ấy đi ngủ lúc 11 giờ.
"I live in a very quiet village in Kabylie, Algeria.","Tôi sống ở một ngôi làng rất yên tĩnh ở Kabylie, Algeria."
He knew he did not have much longer to live.,Anh biết mình không còn sống được bao lâu nữa.
Tom certainly sounds like he comes from a rich family.,Tom chắc chắn có vẻ như anh ấy xuất thân từ một gia đình giàu có.
"He went to the party, but his brother didn't.","Anh ấy đã đến dự bữa tiệc, nhưng anh trai anh ấy thì không."
Tom's been working on this report since this morning.,Tom đã làm việc với báo cáo này từ sáng nay.
"With these stupid attitudes, Maria only proves her own arrogance.","Với những thái độ ngu ngốc này, Maria chỉ chứng tỏ sự kiêu ngạo của chính mình."
Do you know what's going to happen to Tom?,Bạn có biết chuyện gì sẽ xảy ra với Tom không?
"Tom is in the hospital, recovering from a drug overdose.",Tom đang ở bệnh viện để hồi phục sau khi dùng ma túy quá liều.
I felt my hands shaking and my heart beating fast.,Tôi cảm thấy tay mình run lên và tim đập nhanh.
You won't find much news in today's newspaper.,Bạn sẽ không tìm thấy nhiều tin tức trên báo chí ngày nay.
"It's 18th June today, and also Muiriel's birthday",Hôm nay là ngày 18 tháng 6 và cũng là ngày sinh nhật của Muiriel
You had better set some money apart for your wedding.,Tốt hơn là bạn nên dành một ít tiền cho đám cưới của mình.
I don't want to live in a big city.,Tôi không muốn sống ở một thành phố lớn.
"""When do you watch TV?"" ""I watch TV after dinner.""","""Khi nào bạn xem truyền hình?"" ""Tôi xem TV sau bữa tối."""
I want to eat either ice cream or shaved ice.,Tôi muốn ăn kem hoặc đá bào.
Whales are very large mammals that live in the ocean.,Cá voi là loài động vật có vú rất lớn sống ở đại dương.
Mary doesn't understand what you want her to do.,Mary không hiểu bạn muốn cô ấy làm gì.
It's impossible for me to explain it to you.,Tôi không thể giải thích điều này cho bạn được.
I don't know exactly when I will be back.,Tôi không biết chính xác khi nào tôi sẽ trở lại.
It's been three years since I was last here.,Đã ba năm kể từ lần cuối tôi đến đây.
I should've done what Tom told me to do.,Lẽ ra tôi nên làm những gì Tom bảo tôi làm.
"By the time I arrived, the store had already closed.",Khi tôi đến thì cửa hàng đã đóng cửa rồi.
"For the most part, I agree with what he said.","Phần lớn, tôi đồng ý với những gì anh ấy nói."
"You look tired, so you should go to bed early.",Trông bạn có vẻ mệt mỏi nên đi ngủ sớm.
I'll get in touch with you by phone tomorrow.,Ngày mai tôi sẽ liên lạc với bạn qua điện thoại.
Would you please tell me how to spell that word?,Bạn vui lòng cho tôi biết cách đánh vần từ đó?
I think that I've fallen in love with you.,Tôi nghĩ rằng tôi đã yêu bạn.
Why do you think Tom prefers living in the country?,Tại sao bạn nghĩ Tom thích sống ở nông thôn hơn?
I had difficulty convincing her of the dangers of smoking.,Tôi gặp khó khăn trong việc thuyết phục cô ấy về sự nguy hiểm của việc hút thuốc.
I'm going to buy some apples at the supermarket.,Tôi định mua một ít táo ở siêu thị.
Whales are very large mammals that live in the sea.,Cá voi là loài động vật có vú rất lớn sống ở biển.
I have lunch at one o'clock in the afternoon.,Tôi ăn trưa vào lúc một giờ chiều.
Language is one of the most important inventions of mankind.,Ngôn ngữ là một trong những phát minh quan trọng nhất của nhân loại.
I don't know. Why don't you ask Tom?,Tôi không biết. Sao bạn không hỏi Tom?
"The ugly clouds were getting closer, so we went inside.",Những đám mây xấu xí đang đến gần hơn nên chúng tôi đi vào trong.
I thought that you weren't going to tell anyone.,Tôi tưởng bạn sẽ không nói cho ai biết.
"When he finished speaking, he stood up and walked away.","Nói xong, anh ta đứng dậy và bước đi."
A chemical reaction takes place in one or more steps.,Một phản ứng hóa học diễn ra trong một hoặc nhiều bước.
You didn't seem to enjoy the concert very much.,Có vẻ như bạn không thích buổi hòa nhạc lắm.
"If I could send you a marshmallow, Trang, I would.","Nếu tôi có thể gửi cho bạn một chiếc kẹo dẻo, Trang, tôi sẽ làm thế."
Let Tom buy a new computer if he wants to.,Hãy để Tom mua một chiếc máy tính mới nếu anh ấy muốn.
I don't believe that he's telling the truth.,Tôi không tin rằng anh ấy đang nói sự thật.
Some people wear clothes to show their wealth or status.,Một số người mặc quần áo để thể hiện sự giàu có hoặc địa vị của họ.
Tom said that he thought that Mary wasn't afraid.,Tom nói rằng anh ấy nghĩ Mary không hề sợ hãi.
"Once I started college, I barely had time to sleep.","Khi tôi bắt đầu học đại học, tôi hầu như không có thời gian để ngủ."
I don't know whether to cry or to laugh.,Tôi không biết nên khóc hay nên cười.
Would you like to have tea with us this afternoon?,Bạn có muốn uống trà với chúng tôi chiều nay không?
How long did it take you to translate this book?,Bạn mất bao lâu để dịch cuốn sách này?
I'm not going to allow you to do that.,Tôi sẽ không cho phép bạn làm điều đó.
Tom said he shouldn't have done that by himself.,Tom nói lẽ ra anh ấy không nên làm việc đó một mình.
I don't think Tom knows where Mary is going.,Tôi không nghĩ Tom biết Mary đi đâu.
Tom teaches history at the high school across the street.,Tom dạy lịch sử ở trường trung học bên kia đường.
He arrived on Monday and left again the next day.,Anh ấy đến vào thứ Hai và lại rời đi vào ngày hôm sau.
I saw him get killed right in front of me.,Tôi nhìn thấy anh ta bị giết ngay trước mặt tôi.
I ate absolutely all of the food that you prepared.,Tôi đã ăn hết đồ ăn bạn chuẩn bị rồi.
I entered Tom's name on the list of candidates.,Tôi đã điền tên Tom vào danh sách ứng cử viên.
"If you could only speak English, you would be perfect.","Nếu bạn chỉ có thể nói tiếng Anh, bạn sẽ hoàn hảo."
I thought you said you used to live in Boston.,Tôi tưởng bạn nói bạn từng sống ở Boston.
The sun will rise and the party will still continue.,Mặt trời sẽ mọc và bữa tiệc vẫn sẽ tiếp tục.
I got a lot of insect bites in the woods.,Tôi bị côn trùng cắn rất nhiều trong rừng.
We have yet to discover an effective remedy for cancer.,Chúng ta vẫn chưa tìm ra phương pháp điều trị ung thư hiệu quả.
I'm probably not the only one who does that.,Có lẽ tôi không phải là người duy nhất làm điều đó.
Her house is on the other side of the bridge.,Nhà cô ấy ở bên kia cầu.
It's a shame the way natural resources are wasted.,Thật xấu hổ khi tài nguyên thiên nhiên bị lãng phí.
Tom thinks that he's the best French teacher here.,Tom nghĩ rằng anh ấy là giáo viên tiếng Pháp giỏi nhất ở đây.
I cant decide whether to buy shoes or clothes.,Tôi không thể quyết định nên mua giày hay quần áo.
Doing that won't be as easy as you think.,Làm điều đó sẽ không dễ dàng như bạn nghĩ.
There are no hospitals in the vicinity of his house.,Xung quanh nhà anh không có bệnh viện nào cả.
The bird's cry broke the silence of the woods.,Tiếng chim kêu phá tan sự im lặng của khu rừng.
The beaches in Hawaii are famous for their huge waves.,Các bãi biển ở Hawaii nổi tiếng với những con sóng khổng lồ.
Give him an inch and he'll take a yard.,Cho anh ta một inch và anh ta sẽ lấy một thước.
The prince was confined in the castle for three years.,Hoàng tử bị giam trong lâu đài trong ba năm.
The weather was so cold that the lake froze over.,Thời tiết lạnh đến mức mặt hồ đóng băng.
Fadil couldn't marry a woman who wasn't Muslim.,Fadil không thể cưới một người phụ nữ không theo đạo Hồi.
"You don't think I could do that, do you?",Bạn không nghĩ tôi có thể làm được điều đó phải không?
Why can some birds fly very high in the sky?,Tại sao một số loài chim có thể bay rất cao trên bầu trời?
I'm not going to tell you what to do.,Tôi sẽ không bảo bạn phải làm gì.
Tom doesn't care whether Mary does that or not.,Tom không quan tâm Mary có làm điều đó hay không.
I don't like my wife calling me at work.,Tôi không thích vợ tôi gọi điện cho tôi khi đang làm việc.
There are a lot of tall buildings in New York.,Có rất nhiều tòa nhà cao tầng ở New York.
"Tom picked up the bottle, but had trouble opening it.",Tom nhặt chai rượu lên nhưng gặp khó khăn khi mở nó.
I won't be back for a couple of days.,Tôi sẽ không quay lại trong vài ngày tới.
"Since it rained, we did not go on a picnic.",Vì trời mưa nên chúng tôi không đi dã ngoại.
I slept only two hours. No wonder I'm sleepy.,Tôi chỉ ngủ có hai tiếng. Chẳng trách tôi buồn ngủ.
Is it necessary to expand human knowledge with space exploration?,Có cần thiết phải mở rộng kiến ​​thức của con người bằng việc khám phá không gian?
I have to do laundry while it's still sunny.,Tôi phải giặt quần áo khi trời vẫn còn nắng.
"Mr Nakajima can, as well as English, speak fluent German.",Ông Nakajima có thể nói tiếng Đức trôi chảy như tiếng Anh.
"She is from Hokkaido, but is now living in Tokyo.",Cô ấy đến từ Hokkaido nhưng hiện đang sống ở Tokyo.
You have to strike the iron while it's hot.,Bạn phải đập bàn ủi khi nó còn nóng.
You should try to make the most of your opportunities.,Bạn nên cố gắng tận dụng tối đa các cơ hội của mình.
To share one's passion is to live it fully.,Chia sẻ niềm đam mê của mình là sống trọn vẹn với nó.
"I not only study English, but I also study French.",Tôi không chỉ học tiếng Anh mà còn học tiếng Pháp.
I don't want to have children. Is that abnormal?,Tôi không muốn có con. Điều đó có bất thường không?
"If you want to earn money, America is the best.","Nếu bạn muốn kiếm tiền, nước Mỹ là tốt nhất."
What makes you think that Tom is planning on resigning?,Điều gì khiến bạn nghĩ rằng Tom đang có ý định từ chức?
"As far as I know, he's a nice guy.",Theo những gì tôi biết thì anh ấy là một chàng trai tốt.
I know Tom is a few pounds heavier than Mary.,Tôi biết Tom nặng hơn Mary vài cân.
Why does everybody think I can do this but me?,Tại sao mọi người đều nghĩ tôi có thể làm được điều này còn tôi thì không?
Can you tell me how to get to Lincoln Center?,Bạn có thể cho tôi biết đường đến Trung tâm Lincoln không?
He helped an old lady get up from her seat.,Anh giúp một bà già đứng dậy khỏi chỗ ngồi.
I wish I hadn't asked Tom to do that.,Tôi ước gì tôi đã không yêu cầu Tom làm điều đó.
I think that house looks really ugly and not pretty.,Tôi nghĩ ngôi nhà đó trông thực sự xấu và không đẹp.
The police think that Tom paid someone to kill Mary.,Cảnh sát cho rằng Tom đã trả tiền cho ai đó để giết Mary.
Tom couldn't believe that nobody laughed at his jokes.,Tom không thể tin rằng không ai cười nhạo những câu chuyện cười của anh ấy.
Tom swept the kitchen floor while Mary washed the dishes.,Tom quét sàn bếp trong khi Mary rửa bát đĩa.
We shall try to minimize the risks to the public.,Chúng tôi sẽ cố gắng giảm thiểu rủi ro cho công chúng.
She came to Japan for the purpose of studying Japanese.,Cô đến Nhật Bản với mục đích học tiếng Nhật.
I let him sleep at my house for the night.,Tôi cho anh ấy ngủ lại nhà tôi qua đêm.
We hoped we'd be able to win the game.,Chúng tôi hy vọng chúng tôi có thể giành chiến thắng trong trò chơi.
It's already been a month since I did that.,Đã một tháng kể từ khi tôi làm điều đó.
Now we can finally use it to open the door,Bây giờ cuối cùng chúng ta cũng có thể dùng nó để mở cửa
Never go across the street without looking for cars first.,Đừng bao giờ băng qua đường mà không tìm kiếm ô tô trước.
"If I don't do it now, I never will.",Nếu tôi không làm điều đó bây giờ thì tôi sẽ không bao giờ làm được.
Do you know of any good medicine for a headache?,Bạn có biết thuốc nào chữa đau đầu tốt không?
I apologize for the methods used to get you here.,Tôi xin lỗi vì những phương pháp được sử dụng để đưa bạn đến đây.
I'm the only one who ever really understood Tom.,Tôi là người duy nhất thực sự hiểu Tom.
"I complained, but they refused to take this sweater back.",Tôi phàn nàn nhưng họ không chịu nhận lại chiếc áo len này.
I don't like to see food go to waste.,Tôi không muốn thấy thức ăn bị lãng phí.
The existence of the soul remains a question for scientists.,Sự tồn tại của linh hồn vẫn là câu hỏi dành cho các nhà khoa học.
Do you keep in contact with your high school classmates?,Bạn có giữ liên lạc với các bạn cùng lớp ở trường trung học không?
I need to get my hair bleached at the salon.,Tôi cần tẩy tóc ở tiệm.
Everyone would like to believe that dreams can come true.,Mọi người đều muốn tin rằng giấc mơ có thể trở thành hiện thực.
How many cups of tea do you drink a day?,Bạn uống bao nhiêu tách trà mỗi ngày?
He is one of the greatest scientists in the world.,Ông là một trong những nhà khoa học vĩ đại nhất thế giới.
"Whether she goes or not, she has to pay money.",Dù có đi hay không thì cô ấy cũng phải trả tiền.
"I tried to convince her, but I didn't succeed.",Tôi đã cố gắng thuyết phục cô ấy nhưng không thành công.
You can't drink seawater because it's too salty.,Bạn không thể uống nước biển vì nó quá mặn.
Tom thinks that Mary will never come back to Boston.,Tom nghĩ rằng Mary sẽ không bao giờ quay lại Boston.
Something must be done immediately to deal with this problem.,Phải làm gì đó ngay lập tức để giải quyết vấn đề này.
What is the reason you want to enter this college?,Lý do bạn muốn vào trường đại học này là gì?
I want to give her a gift for her birthday.,Tôi muốn tặng cô ấy một món quà vào ngày sinh nhật.
"Santa Claus, I want to receive a girlfriend for Christmas.","Ông già Noel, tôi muốn nhận bạn gái vào dịp Giáng sinh."
Tom claims he used to be a professional baseball player.,Tom khẳng định anh từng là một cầu thủ bóng chày chuyên nghiệp.
We haven't been able to solve the problem yet.,Chúng tôi vẫn chưa thể giải quyết được vấn đề.
How much do you leave for a tip in Spain?,Bạn để lại bao nhiêu tiền boa ở Tây Ban Nha?
There is no doubt that cycling is healthier than driving.,Không có nghi ngờ gì rằng đi xe đạp lành mạnh hơn lái xe.
There is no reason for me to learn that language.,Không có lý do gì để tôi phải học ngôn ngữ đó.
I'll wait for you in front of the school.,Tôi sẽ đợi bạn trước cổng trường.
There's gum stuck to the bottom of my shoe.,Có kẹo cao su dính vào đế giày của tôi.
I have a headache. I'm going to lie down.,Tôi bị đau đầu. Tôi sẽ nằm xuống.
"In Thailand, people use coconuts for food, drinks and toys.","Ở Thái Lan, người ta dùng dừa làm thực phẩm, đồ uống và đồ chơi."
Don't worry. I won't tell anyone a thing.,Đừng lo lắng. Tôi sẽ không nói với ai điều gì cả.
"""Will you play the piano tomorrow?"" ""No, I won't.""","""Ngày mai bạn có chơi piano không?"" ""Không, tôi sẽ không."""
"Oh, by the way, I have something to show you.","Ồ, nhân tiện, tôi có thứ này muốn cho bạn xem."
Many young people are out of work in the country.,Nhiều thanh niên trong nước không có việc làm.
I hope that the bus ride won't be boring.,Tôi hy vọng chuyến đi xe buýt sẽ không nhàm chán.
I'm going outside to play. Are you coming with?,Tôi đang ra ngoài chơi. Bạn có đi cùng không?
I gave my sister a pearl necklace on her birthday.,Tôi đã tặng em gái tôi một chiếc vòng cổ ngọc trai vào ngày sinh nhật của cô ấy.
The constitutional court will issue a decision by noon today.,Tòa án hiến pháp sẽ đưa ra quyết định vào trưa nay.
Tom didn't tell Mary he wouldn't do that.,Tom đã không nói với Mary rằng anh ấy sẽ không làm điều đó.
I'll walk your dog for you if you like.,Tôi sẽ dắt chó đi dạo cho bạn nếu bạn muốn.
Tom says he's able to communicate with the dead.,Tom nói rằng anh ấy có thể giao tiếp với người chết.
"I'm sorry, I didn't mean to scare you.","Tôi xin lỗi, tôi không có ý làm bạn sợ."
How much time do adults spend watching television every day?,Người lớn dành bao nhiêu thời gian để xem tivi mỗi ngày?
There's gum stuck to the sole of my shoe.,Có kẹo cao su dính vào đế giày của tôi.
I think I have some leftover pizza in the fridge.,Tôi nghĩ tôi còn một ít bánh pizza còn sót lại trong tủ lạnh.
Tom hopes he won't be eating leftovers again tonight.,Tom hy vọng tối nay anh ấy sẽ không ăn đồ thừa nữa.
I've promised Tom I won't do that anymore.,Tôi đã hứa với Tom là tôi sẽ không làm thế nữa.
I cannot live in water. I'm not a fish.,Tôi không thể sống trong nước. Tôi không phải là cá.
I'd like you to quickly look over these documents.,Tôi muốn bạn nhanh chóng xem qua những tài liệu này.
Tom taught me how to make an origami ninja star.,Tom dạy tôi cách làm ngôi sao ninja origami.
You'd better do what they ask you to do.,Tốt nhất bạn nên làm những gì họ yêu cầu bạn làm.
That is the funniest joke that I have ever heard.,Đó là câu chuyện cười hài hước nhất mà tôi từng nghe.
I can get one of those any time I want.,Tôi có thể lấy một trong số đó bất cứ lúc nào tôi muốn.
Tom told me that he's already read that book.,Tom nói với tôi rằng anh ấy đã đọc cuốn sách đó rồi.
There is no doubt that the world is getting warmer.,"Không còn nghi ngờ gì nữa, thế giới đang ngày càng ấm hơn."
I am surprised that she refused such a good offer.,Tôi ngạc nhiên khi cô ấy từ chối lời đề nghị tốt như vậy.
Tom asked me to pick Mary up at the airport.,Tom đã yêu cầu tôi đón Mary ở sân bay.
It all started the day I became ten years old.,Mọi chuyện bắt đầu từ ngày tôi mười tuổi.
Tom told me he wasn't much older than Mary.,Tom nói với tôi rằng anh ấy không lớn hơn Mary là mấy.
You should take the appropriate measures at the appropriate time.,Bạn nên thực hiện các biện pháp thích hợp vào thời điểm thích hợp.
They're not as naive as they used to be.,Họ không còn ngây thơ như trước nữa.
There is a castle in the background of the picture.,Có một lâu đài ở hậu cảnh của bức tranh.
They aren't as naive as they used to be.,Họ không còn ngây thơ như trước nữa.
I looked up and saw a rainbow in the sky.,Tôi nhìn lên và thấy cầu vồng trên bầu trời.
I agree with you that the actor is very talented.,Tôi đồng ý với bạn rằng nam diễn viên này rất tài năng.
He has never come on time that I know of.,Anh ấy chưa bao giờ đến đúng giờ mà tôi biết.
Tom and Mary are too weak to look after themselves.,Tom và Mary quá yếu để có thể tự chăm sóc bản thân.
We found out that what he said wasn't true.,Chúng tôi phát hiện ra rằng những gì anh ấy nói là không đúng sự thật.
I wish I'd never told Tom about what happened.,Tôi ước gì tôi chưa bao giờ nói với Tom về chuyện đã xảy ra.
I've bought some cream puffs. Do you want one?,Tôi đã mua một ít bánh kem. Bạn có muốn một cái không?
Will you lend me your CD player for an hour?,Bạn có thể cho tôi mượn đầu đĩa CD của bạn trong một giờ được không?
Cars made in Japan are used all over the world.,Ô tô sản xuất tại Nhật Bản được sử dụng trên toàn thế giới.
It's been raining on and off since this morning.,Trời cứ mưa liên tục từ sáng nay.
I don't believe it is going to rain tomorrow.,Tôi không tin ngày mai trời sẽ mưa.
Tom said he thought tomorrow would be a sunny day.,Tom nói anh ấy nghĩ ngày mai sẽ là một ngày nắng đẹp.
The universe was born more than 12 billion years ago.,Vũ trụ ra đời cách đây hơn 12 tỷ năm.
"You can do whatever you want to do, of course.","Tất nhiên, bạn có thể làm bất cứ điều gì bạn muốn làm."
I noticed a new set of footprints in the snow.,Tôi nhận thấy một loạt dấu chân mới trên tuyết.
I know that Tom isn't a very good singer.,Tôi biết Tom không phải là một ca sĩ giỏi.
He has the habit of reading the newspaper while eating.,Anh ấy có thói quen đọc báo trong khi ăn.
She smiled a lot but she could not speak Japanese.,Cô ấy cười rất nhiều nhưng lại không nói được tiếng Nhật.
I don't want to be involved in that matter.,Tôi không muốn dính líu đến chuyện đó.
I would like to give you a piece of advice.,Tôi muốn cho bạn một lời khuyên.
I was about to go out when the telephone rang.,Tôi đang định đi ra ngoài thì điện thoại reo.
I'm sorry to have caused you so much trouble.,Tôi xin lỗi vì đã gây cho bạn nhiều rắc rối như vậy.
The situation has improved considerably compared to what it was.,Tình hình đã được cải thiện đáng kể so với trước đây.
You'll soon get accustomed to your new college life.,Bạn sẽ sớm quen với cuộc sống đại học mới.
"When it comes to cooking, no one can beat me.",Về khoản nấu nướng thì không ai có thể qua mặt được tôi.
I want to drink some water because I'm thirsty.,Tôi muốn uống chút nước vì tôi khát.
Stop doing what you're doing and come over here.,Đừng làm những gì bạn đang làm và đến đây.
Let me know if there's anything I can do.,Hãy cho tôi biết nếu tôi có thể làm được điều gì.
I don't think that we can afford it now.,Tôi không nghĩ là chúng ta có đủ khả năng chi trả vào lúc này.
We began to sail in the direction of the port.,Chúng tôi bắt đầu đi thuyền về hướng cảng.
Many people are unable to comprehend the actions of hackers.,Nhiều người không thể hiểu được hành động của tin tặc.
I can't get that song out of my head.,Tôi không thể gạt bài hát đó ra khỏi đầu.
He was very naughty when he was a little boy.,Anh ấy rất nghịch ngợm khi còn nhỏ.
We have not received a letter from him so far.,Cho đến nay chúng tôi vẫn chưa nhận được thư từ anh ấy.
I was just about to explain when she interrupted me.,Tôi vừa định giải thích thì cô ấy ngắt lời tôi.
It's not good to water plants in direct sunlight.,Tưới cây dưới ánh nắng trực tiếp là không tốt.
"After years of womanising, Tom finally settled down with Mary.","Sau nhiều năm lăng nhăng, cuối cùng Tom cũng ổn định cuộc sống với Mary."
I think that Tom has done that at least once.,Tôi nghĩ rằng Tom đã làm điều đó ít nhất một lần.
Tom wants to see you in his office right away.,Tom muốn gặp bạn tại văn phòng của anh ấy ngay lập tức.
The teacher made the students do a lot of homework.,Giáo viên bắt học sinh làm rất nhiều bài tập về nhà.
Declarations of variables are extremely important in C and C.,Khai báo biến là cực kỳ quan trọng trong C và C.
Karen bought a lot of things at the flea market.,Karen mua rất nhiều thứ ở chợ trời.
It's weird that the mailman hasn't come yet.,Thật kỳ lạ là người đưa thư vẫn chưa đến.
That's a risk I'm not willing to take.,Đó là một rủi ro mà tôi không muốn chấp nhận.
I know that Tom knows when I should do that.,Tôi biết Tom biết khi nào tôi nên làm điều đó.
The teacher wrote the answer with chalk on the blackboard.,Giáo viên viết câu trả lời bằng phấn lên bảng đen.
She got all the more angry because I kept silent.,Cô ấy càng tức giận hơn vì tôi cứ im lặng.
"You don't want Tom to do that, do you?",Bạn không muốn Tom làm điều đó phải không?
He wasn't earning a large salary when he retired.,Anh ấy đã không kiếm được một mức lương lớn khi nghỉ hưu.
It is good to have ideals... don't you think?,Có lý tưởng là điều tốt... bạn có nghĩ vậy không?
London is one of the largest cities in the world.,London là một trong những thành phố lớn nhất trên thế giới.
"No matter what you say, I won't give up.","Dù bạn có nói gì đi nữa, tôi cũng sẽ không bỏ cuộc."
"Even with all his wealth and fame, he's unhappy.","Ngay cả với tất cả sự giàu có và danh tiếng của mình, anh ấy vẫn không hạnh phúc."
You forgot the period at the end of the sentence.,Bạn quên dấu chấm ở cuối câu.
Tell me who you plan to go to Australia with.,Hãy cho tôi biết bạn dự định đi Úc cùng ai.
Does she have enough energy to take a long trip?,Liệu cô ấy có đủ năng lượng để thực hiện một chuyến đi dài không?
"They looked at Tom, but they didn't say anything.",Họ nhìn Tom nhưng không nói gì.
You can't drink seawater because it is too salty.,Bạn không thể uống nước biển vì nó quá mặn.
Don't get an upset stomach by eating too much.,Đừng để bị đau bụng do ăn quá nhiều.
Let's hope Tom doesn't try to do that.,Hãy hy vọng Tom không cố gắng làm điều đó.
"Everyone is working excitedly, you must not ruin that energy.","Mọi người đều đang làm việc một cách hào hứng, bạn không được làm hỏng nguồn năng lượng đó."
She doesn't admit that she is in the wrong.,Cô ấy không thừa nhận rằng mình đã sai.
I'm pretty sure that Tom can't speak French.,Tôi khá chắc chắn rằng Tom không thể nói được tiếng Pháp.
The police found evidence that the man committed the crime.,Cảnh sát đã tìm thấy bằng chứng cho thấy người đàn ông này đã phạm tội.
I don't know whether I should laugh or cry.,Tôi không biết nên cười hay nên khóc.
The hospital quarantined the infected patients to avoid cross infection.,Bệnh viện đã cách ly các bệnh nhân bị nhiễm bệnh để tránh lây nhiễm chéo.
A lot of students around the world are studying English.,Rất nhiều sinh viên trên khắp thế giới đang học tiếng Anh.
We couldn't play outdoors because of the intense heat.,Chúng tôi không thể chơi ngoài trời vì nắng nóng gay gắt.
There is only space for thirty students in this classroom.,Lớp học này chỉ có đủ chỗ cho ba mươi học sinh.
Be careful or he'll stab you in the back.,Hãy cẩn thận nếu không anh ta sẽ đâm sau lưng bạn.
She wanted him to tell her that he loved her.,Cô muốn anh nói với cô rằng anh yêu cô.
I don't like the polluted atmosphere of big cities.,Tôi không thích bầu không khí ô nhiễm của các thành phố lớn.
I agree with the opinion that real estate is overpriced.,Tôi đồng ý với quan điểm cho rằng bất động sản đang được định giá quá cao.
Tom and Mary told me they thought John was nervous.,Tom và Mary nói với tôi rằng họ nghĩ John đang lo lắng.
I don't want to spend more than $10.,Tôi không muốn chi nhiều hơn 10 đô la.
"If it were not for water, we could not live.",Nếu không có nước thì chúng ta không thể sống được.
He didn't jump high enough to win a prize.,Anh ấy đã không nhảy đủ cao để giành được giải thưởng.
I denied that I was the one who did that.,Tôi phủ nhận rằng tôi là người đã làm điều đó.
We enjoy submerging our bodies into the fresh sea water.,Chúng tôi thích thú ngâm mình trong làn nước biển trong lành.
Every morning I go to the cafe to buy coffee.,Mỗi sáng tôi đến quán cà phê để mua cà phê.
Can you think of a better idea than this one?,Bạn có thể nghĩ ra ý tưởng nào hay hơn ý tưởng này không?
"For better or for worse, television has changed the world.","Dù tốt hay xấu, truyền hình đã thay đổi thế giới."
Tom and Mary said that they wouldn't help me.,Tom và Mary nói rằng họ sẽ không giúp tôi.
Tom made up his mind to go to law school.,Tom quyết định đi học trường luật.
He will remember this weekend as long as he lives.,Anh ấy sẽ nhớ ngày cuối tuần này chừng nào anh ấy còn sống.
